id,name,kind
Gene::79586,CHPF,Gene
Gene::9975,NR1D2,Gene
Gene::64359,NXN,Gene
Gene::3860,KRT13,Gene
Gene::23020,SNRNP200,Gene
Gene::55247,NEIL3,Gene
Gene::2526,FUT4,Gene
Gene::8807,IL18RAP,Gene
Gene::1264,CNN1,Gene
Gene::7136,TNNI2,Gene
Gene::6624,FSCN1,Gene
Gene::50717,DCAF8,Gene
Gene::81788,NUAK2,Gene
Gene::3983,ABLIM1,Gene
Gene::131566,DCBLD2,Gene
Gene::100130733,LRRC70,Gene
Gene::7287,TULP1,Gene
Gene::26270,FBXO6,Gene
Gene::85007,PHYKPL,Gene
Gene::10363,HMG20A,Gene
Gene::30817,ADGRE2,Gene
Gene::2547,XRCC6,Gene
Gene::6019,RLN2,Gene
Gene::6005,RHAG,Gene
Gene::9951,HS3ST4,Gene
Gene::174,AFP,Gene
Gene::348235,SKA2,Gene
Gene::1582,CYP8B1,Gene
Gene::9238,TBRG4,Gene
Gene::51205,ACP6,Gene
Gene::166614,DCLK2,Gene
Gene::6238,RRBP1,Gene
Gene::84647,PLA2G12B,Gene
Gene::58524,DMRT3,Gene
Gene::29109,FHOD1,Gene
Gene::133418,EMB,Gene
Gene::6392,SDHD,Gene
Gene::124739,USP43,Gene
Gene::9830,TRIM14,Gene
Gene::29923,HILPDA,Gene
Gene::3660,IRF2,Gene
Gene::27294,DHDH,Gene
Gene::55015,PRPF39,Gene
Gene::7799,PRDM2,Gene
Gene::8218,CLTCL1,Gene
Gene::11153,FICD,Gene
Gene::6122,RPL3,Gene
Gene::54328,GPR173,Gene
Gene::390201,OR10V1,Gene
Gene::1827,RCAN1,Gene
Gene::56987,BBX,Gene
Gene::23081,KDM4C,Gene
Gene::1667,DEFA1,Gene
Gene::6517,SLC2A4,Gene
Gene::7329,UBE2I,Gene
Gene::2585,GALK2,Gene
Gene::4696,NDUFA3,Gene
Gene::55347,ABHD10,Gene
Gene::282616,IFNL2,Gene
Gene::25945,PVRL3,Gene
Gene::7138,TNNT1,Gene
Gene::112858,TP53RK,Gene
Gene::2323,FLT3LG,Gene
Gene::140873,C20orf173,Gene
Gene::6242,RTKN,Gene
Gene::9914,ATP2C2,Gene
Gene::54584,GNB1L,Gene
Gene::5013,OTX1,Gene
Gene::10842,PPP1R17,Gene
Gene::55801,IL26,Gene
Gene::5269,SERPINB6,Gene
Gene::55746,NUP133,Gene
Gene::9829,DNAJC6,Gene
Gene::26525,IL36RN,Gene
Gene::28232,SLCO3A1,Gene
Gene::1875,E2F5,Gene
Gene::10595,ERN2,Gene
Gene::388552,BLOC1S3,Gene
Gene::974,CD79B,Gene
Gene::54407,SLC38A2,Gene
Gene::54460,MRPS21,Gene
Gene::5458,POU4F2,Gene
Gene::694,BTG1,Gene
Gene::6505,SLC1A1,Gene
Gene::29948,OSGIN1,Gene
Gene::4047,LSS,Gene
Gene::8449,DHX16,Gene
Gene::1500,CTNND1,Gene
Gene::9794,MAML1,Gene
Gene::91801,ALKBH8,Gene
Gene::254263,CNIH2,Gene
Gene::1591,CYP24A1,Gene
Gene::390154,OR5T3,Gene
Gene::6941,TCF19,Gene
Gene::57148,RALGAPB,Gene
Gene::6120,RPE,Gene
Gene::138882,OR1N2,Gene
Gene::5019,OXCT1,Gene
Gene::83844,USP26,Gene
Gene::150763,GPAT2,Gene
Gene::6390,SDHB,Gene
Gene::1876,E2F6,Gene
Gene::6822,SULT2A1,Gene
Gene::55243,KIRREL,Gene
Gene::10717,AP4B1,Gene
Gene::25839,COG4,Gene
Gene::290,ANPEP,Gene
Gene::5078,PAX4,Gene
Gene::84365,NIFK,Gene
Gene::5858,PZP,Gene
Gene::340371,NRBP2,Gene
Gene::58190,CTDSP1,Gene
Gene::22854,NTNG1,Gene
Gene::118987,PDZD8,Gene
Gene::266722,HS6ST3,Gene
Gene::221908,PPP1R35,Gene
Gene::10437,IFI30,Gene
Gene::282679,AQP11,Gene
Gene::84967,LSM10,Gene
Gene::3385,ICAM3,Gene
Gene::119772,OR52M1,Gene
Gene::85442,KNDC1,Gene
Gene::6397,SEC14L1,Gene
Gene::768,CA9,Gene
Gene::1643,DDB2,Gene
Gene::493856,CISD2,Gene
Gene::5865,RAB3B,Gene
Gene::440730,TRIM67,Gene
Gene::79792,GSDMD,Gene
Gene::6239,RREB1,Gene
Gene::63898,SH2D4A,Gene
Gene::26341,OR5H1,Gene
Gene::11069,RAPGEF4,Gene
Gene::1975,EIF4B,Gene
Gene::2195,FAT1,Gene
Gene::80746,TSEN2,Gene
Gene::63948,DMRTB1,Gene
Gene::3684,ITGAM,Gene
Gene::9982,FGFBP1,Gene
Gene::84971,ATG4D,Gene
Gene::1734,DIO2,Gene
Gene::114327,EFHC1,Gene
Gene::11127,KIF3A,Gene
Gene::11091,WDR5,Gene
Gene::23345,SYNE1,Gene
Gene::54578,UGT1A6,Gene
Gene::64922,LRRC19,Gene
Gene::100271849,MEF2B,Gene
Gene::25981,DNAH1,Gene
Gene::91746,YTHDC1,Gene
Gene::161176,SYNE3,Gene
Gene::1871,E2F3,Gene
Gene::4025,LPO,Gene
Gene::124056,NOXO1,Gene
Gene::89910,UBE3B,Gene
Gene::10107,TRIM10,Gene
Gene::3613,IMPA2,Gene
Gene::10430,TMEM147,Gene
Gene::79948,LPPR3,Gene
Gene::55856,ACOT13,Gene
Gene::23294,ANKS1A,Gene
Gene::5367,PMCH,Gene
Gene::2189,FANCG,Gene
Gene::10329,TMEM5,Gene
Gene::144245,ALG10B,Gene
Gene::1727,CYB5R3,Gene
Gene::9612,NCOR2,Gene
Gene::79094,CHAC1,Gene
Gene::3384,ICAM2,Gene
Gene::10534,SSSCA1,Gene
Gene::5148,PDE6G,Gene
Gene::6582,SLC22A2,Gene
Gene::896,CCND3,Gene
Gene::8636,SSNA1,Gene
Gene::9645,MICAL2,Gene
Gene::23085,ERC1,Gene
Gene::57835,SLC4A5,Gene
Gene::11128,POLR3A,Gene
Gene::7177,TPSAB1,Gene
Gene::83694,RPS6KL1,Gene
Gene::79837,PIP4K2C,Gene
Gene::23607,CD2AP,Gene
Gene::51021,MRPS16,Gene
Gene::104,ADARB1,Gene
Gene::222545,GPRC6A,Gene
Gene::57523,NYNRIN,Gene
Gene::64283,ARHGEF28,Gene
Gene::10858,CYP46A1,Gene
Gene::1363,CPE,Gene
Gene::58487,CREBZF,Gene
Gene::5876,RABGGTB,Gene
Gene::139760,GPR119,Gene
Gene::9246,UBE2L6,Gene
Gene::10120,ACTR1B,Gene
Gene::84851,TRIM52,Gene
Gene::54768,HYDIN,Gene
Gene::55690,PACS1,Gene
Gene::123688,HYKK,Gene
Gene::25959,KANK2,Gene
Gene::79833,GEMIN6,Gene
Gene::1558,CYP2C8,Gene
Gene::26133,TRPC4AP,Gene
Gene::143496,OR52B4,Gene
Gene::3890,KRT84,Gene
Gene::115827,RAB3C,Gene
Gene::283489,CHAMP1,Gene
Gene::2771,GNAI2,Gene
Gene::9024,BRSK2,Gene
Gene::9437,NCR1,Gene
Gene::4200,ME2,Gene
Gene::3954,LETM1,Gene
Gene::399,RHOH,Gene
Gene::7399,USH2A,Gene
Gene::51103,NDUFAF1,Gene
Gene::7390,UROS,Gene
Gene::219438,OR5D18,Gene
Gene::80204,FBXO11,Gene
Gene::2177,FANCD2,Gene
Gene::115509,ZNF689,Gene
Gene::23157,SEPT6,Gene
Gene::1121,CHM,Gene
Gene::56647,BCCIP,Gene
Gene::143241,DYDC1,Gene
Gene::146433,IL34,Gene
Gene::116173,CMTM5,Gene
Gene::29960,FTSJ2,Gene
Gene::9201,DCLK1,Gene
Gene::57124,CD248,Gene
Gene::23141,ANKLE2,Gene
Gene::7782,SLC30A4,Gene
Gene::51194,IPO11,Gene
Gene::4222,MEOX1,Gene
Gene::63947,DMRTC1,Gene
Gene::1389,CREBL2,Gene
Gene::64769,MEAF6,Gene
Gene::50614,GALNT9,Gene
Gene::338879,RNASE10,Gene
Gene::26248,OR2K2,Gene
Gene::51552,RAB14,Gene
Gene::102157402,AK6,Gene
Gene::219968,OR5B21,Gene
Gene::152185,SPICE1,Gene
Gene::6520,SLC3A2,Gene
Gene::22925,PLA2R1,Gene
Gene::79738,BBS10,Gene
Gene::2121,EVC,Gene
Gene::63982,ANO3,Gene
Gene::10497,UNC13B,Gene
Gene::219447,OR5AS1,Gene
Gene::55654,TMEM127,Gene
Gene::29915,HCFC2,Gene
Gene::6511,SLC1A6,Gene
Gene::112752,IFT43,Gene
Gene::79760,GEMIN7,Gene
Gene::721,C4B,Gene
Gene::3769,KCNJ13,Gene
Gene::4163,MCC,Gene
Gene::140881,DEFB129,Gene
Gene::7087,ICAM5,Gene
Gene::5589,PRKCSH,Gene
Gene::9814,SFI1,Gene
Gene::4689,NCF4,Gene
Gene::256356,GK5,Gene
Gene::5780,PTPN9,Gene
Gene::10117,ENAM,Gene
Gene::200958,MUC20,Gene
Gene::55352,COPRS,Gene
Gene::79922,MRM1,Gene
Gene::51043,ZBTB7B,Gene
Gene::3692,EIF6,Gene
Gene::55048,VPS37C,Gene
Gene::11187,PKP3,Gene
Gene::4253,CTAGE5,Gene
Gene::29850,TRPM5,Gene
Gene::9704,DHX34,Gene
Gene::253559,CADM2,Gene
Gene::392,ARHGAP1,Gene
Gene::8175,SF3A2,Gene
Gene::55699,IARS2,Gene
Gene::54899,PXK,Gene
Gene::390261,OR6M1,Gene
Gene::51322,WAC,Gene
Gene::85320,ABCC11,Gene
Gene::51605,TRMT6,Gene
Gene::9509,ADAMTS2,Gene
Gene::84376,HOOK3,Gene
Gene::8527,DGKD,Gene
Gene::323,APBB2,Gene
Gene::6523,SLC5A1,Gene
Gene::9991,PTBP3,Gene
Gene::2752,GLUL,Gene
Gene::5506,PPP1R3A,Gene
Gene::1475,CSTA,Gene
Gene::9919,SEC16A,Gene
Gene::58505,OSTC,Gene
Gene::57549,IGSF9,Gene
Gene::9121,SLC16A5,Gene
Gene::10402,ST3GAL6,Gene
Gene::55260,TMEM143,Gene
Gene::2957,GTF2A1,Gene
Gene::375567,VWC2,Gene
Gene::3628,INPP1,Gene
Gene::7375,USP4,Gene
Gene::9630,GNA14,Gene
Gene::202051,SPATA24,Gene
Gene::3902,LAG3,Gene
Gene::122740,OR4K14,Gene
Gene::23367,LARP1,Gene
Gene::11230,PRAF2,Gene
Gene::54498,SMOX,Gene
Gene::373156,GSTK1,Gene
Gene::55844,PPP2R2D,Gene
Gene::6003,RGS13,Gene
Gene::4140,MARK3,Gene
Gene::8078,USP5,Gene
Gene::8576,STK16,Gene
Gene::10562,OLFM4,Gene
Gene::56652,C10orf2,Gene
Gene::205,AK4,Gene
Gene::5136,PDE1A,Gene
Gene::7216,TRO,Gene
Gene::220296,HEPACAM,Gene
Gene::245929,DEFB115,Gene
Gene::2332,FMR1,Gene
Gene::55613,MTMR8,Gene
Gene::8115,TCL1A,Gene
Gene::26496,OR10A3,Gene
Gene::57624,NYAP2,Gene
Gene::4659,PPP1R12A,Gene
Gene::7401,CLRN1,Gene
Gene::4618,MYF6,Gene
Gene::285704,RGMB,Gene
Gene::6643,SNX2,Gene
Gene::348262,FAM195B,Gene
Gene::11320,MGAT4A,Gene
Gene::344022,NOTO,Gene
Gene::80336,PABPC1L,Gene
Gene::8802,SUCLG1,Gene
Gene::55240,STEAP3,Gene
Gene::54956,PARP16,Gene
Gene::10799,RPP40,Gene
Gene::9923,ZBTB40,Gene
Gene::56916,SMARCAD1,Gene
Gene::83594,NUDT12,Gene
Gene::254013,METTL20,Gene
Gene::84063,KIRREL2,Gene
Gene::114794,ELFN2,Gene
Gene::5463,POU6F1,Gene
Gene::2212,FCGR2A,Gene
Gene::776,CACNA1D,Gene
Gene::151649,PP2D1,Gene
Gene::64116,SLC39A8,Gene
Gene::4588,MUC6,Gene
Gene::56945,MRPS22,Gene
Gene::8541,PPFIA3,Gene
Gene::390038,OR51D1,Gene
Gene::361,AQP4,Gene
Gene::3849,KRT2,Gene
Gene::7534,YWHAZ,Gene
Gene::8790,FPGT,Gene
Gene::27128,CYTH4,Gene
Gene::129138,ANKRD54,Gene
Gene::23035,PHLPP2,Gene
Gene::3742,KCNA6,Gene
Gene::10235,RASGRP2,Gene
Gene::84059,ADGRV1,Gene
Gene::84067,FAM160A2,Gene
Gene::56104,PCDHGB1,Gene
Gene::5648,MASP1,Gene
Gene::64581,CLEC7A,Gene
Gene::8869,ST3GAL5,Gene
Gene::51639,SF3B6,Gene
Gene::79090,TRAPPC6A,Gene
Gene::81488,POLR2M,Gene
Gene::56949,XAB2,Gene
Gene::57553,MICAL3,Gene
Gene::1290,COL5A2,Gene
Gene::157869,SBSPON,Gene
Gene::27289,RND1,Gene
Gene::10900,RUNDC3A,Gene
Gene::8894,EIF2S2,Gene
Gene::25930,PTPN23,Gene
Gene::8387,OR1E1,Gene
Gene::79158,GNPTAB,Gene
Gene::51298,THEG,Gene
Gene::54977,SLC25A38,Gene
Gene::59,ACTA2,Gene
Gene::11047,ADRM1,Gene
Gene::79959,CEP76,Gene
Gene::23406,COTL1,Gene
Gene::64783,RBM15,Gene
Gene::284058,KANSL1,Gene
Gene::2827,GPR3,Gene
Gene::201305,SPNS3,Gene
Gene::51293,CD320,Gene
Gene::55536,CDCA7L,Gene
Gene::731,C8A,Gene
Gene::2703,GJA8,Gene
Gene::285313,IGSF10,Gene
Gene::339855,KY,Gene
Gene::80055,PGAP1,Gene
Gene::10621,POLR3F,Gene
Gene::8337,HIST2H2AA3,Gene
Gene::56000,NXF3,Gene
Gene::728642,CDK11A,Gene
Gene::3134,HLA-F,Gene
Gene::54892,NCAPG2,Gene
Gene::57092,PCNP,Gene
Gene::547,KIF1A,Gene
Gene::50808,AK3,Gene
Gene::23127,COLGALT2,Gene
Gene::57159,TRIM54,Gene
Gene::8574,AKR7A2,Gene
Gene::79628,SH3TC2,Gene
Gene::345778,MTX3,Gene
Gene::55504,TNFRSF19,Gene
Gene::11168,PSIP1,Gene
Gene::29886,SNX8,Gene
Gene::56996,SLC12A9,Gene
Gene::2312,FLG,Gene
Gene::64403,CDH24,Gene
Gene::5453,POU3F1,Gene
Gene::10284,SAP18,Gene
Gene::84061,MAGT1,Gene
Gene::8558,CDK10,Gene
Gene::6703,SPRR2D,Gene
Gene::2739,GLO1,Gene
Gene::51123,ZNF706,Gene
Gene::3780,KCNN1,Gene
Gene::3697,ITIH1,Gene
Gene::26054,SENP6,Gene
Gene::10655,DMRT2,Gene
Gene::3884,KRT33B,Gene
Gene::80070,ADAMTS20,Gene
Gene::2794,GNL1,Gene
Gene::128434,VSTM2L,Gene
Gene::9745,ZNF536,Gene
Gene::326,AIRE,Gene
Gene::9244,CRLF1,Gene
Gene::2581,GALC,Gene
Gene::55816,DOK5,Gene
Gene::5075,PAX1,Gene
Gene::10398,MYL9,Gene
Gene::131870,NUDT16,Gene
Gene::27306,HPGDS,Gene
Gene::29090,TIMM21,Gene
Gene::7267,TTC3,Gene
Gene::55750,AGK,Gene
Gene::55014,STX17,Gene
Gene::7127,TNFAIP2,Gene
Gene::23759,PPIL2,Gene
Gene::6237,RRAS,Gene
Gene::2776,GNAQ,Gene
Gene::134957,STXBP5,Gene
Gene::4241,MFI2,Gene
Gene::1655,DDX5,Gene
Gene::374768,SPEM1,Gene
Gene::56983,POGLUT1,Gene
Gene::92335,STRADA,Gene
Gene::13,AADAC,Gene
Gene::3221,HOXC4,Gene
Gene::1397,CRIP2,Gene
Gene::8732,RNGTT,Gene
Gene::50813,COPS7A,Gene
Gene::115024,NT5C3B,Gene
Gene::2804,GOLGB1,Gene
Gene::6584,SLC22A5,Gene
Gene::1837,DTNA,Gene
Gene::9522,SCAMP1,Gene
Gene::4701,NDUFA7,Gene
Gene::6668,SP2,Gene
Gene::10553,HTATIP2,Gene
Gene::390067,OR52H1,Gene
Gene::345611,IRGM,Gene
Gene::132001,TAMM41,Gene
Gene::9657,IQCB1,Gene
Gene::121536,AEBP2,Gene
Gene::8073,PTP4A2,Gene
Gene::10139,ARFRP1,Gene
Gene::1774,DNASE1L1,Gene
Gene::643,CXCR5,Gene
Gene::1831,TSC22D3,Gene
Gene::80824,DUSP16,Gene
Gene::80243,PREX2,Gene
Gene::29128,UHRF1,Gene
Gene::56891,LGALS14,Gene
Gene::26689,OR4D1,Gene
Gene::5514,PPP1R10,Gene
Gene::51661,FKBP7,Gene
Gene::11051,NUDT21,Gene
Gene::181,AGRP,Gene
Gene::56985,ADPRM,Gene
Gene::58525,WIZ,Gene
Gene::2622,GAS8,Gene
Gene::2040,STOM,Gene
Gene::51202,DDX47,Gene
Gene::317649,EIF4E3,Gene
Gene::541468,LURAP1,Gene
Gene::79730,NSUN7,Gene
Gene::3275,PRMT2,Gene
Gene::51388,NIP7,Gene
Gene::391107,OR10K2,Gene
Gene::11234,HPS5,Gene
Gene::1787,TRDMT1,Gene
Gene::8663,EIF3C,Gene
Gene::3640,INSL3,Gene
Gene::6296,ACSM3,Gene
Gene::9933,KIAA0020,Gene
Gene::11252,PACSIN2,Gene
Gene::54586,EQTN,Gene
Gene::7984,ARHGEF5,Gene
Gene::90390,MED30,Gene
Gene::22981,NINL,Gene
Gene::222950,NYAP1,Gene
Gene::56133,PCDHB2,Gene
Gene::59345,GNB4,Gene
Gene::55257,MRGBP,Gene
Gene::136332,LRGUK,Gene
Gene::3861,KRT14,Gene
Gene::138802,OR13C8,Gene
Gene::2954,GSTZ1,Gene
Gene::85302,FBF1,Gene
Gene::390443,RNASE9,Gene
Gene::57117,INTS12,Gene
Gene::136991,ASZ1,Gene
Gene::84260,TCHP,Gene
Gene::284076,TTLL6,Gene
Gene::79042,TSEN34,Gene
Gene::8518,IKBKAP,Gene
Gene::55435,AP1AR,Gene
Gene::2926,GRSF1,Gene
Gene::23383,MAU2,Gene
Gene::25758,KIAA1549L,Gene
Gene::143425,SYT9,Gene
Gene::4608,MYBPH,Gene
Gene::1749,DLX5,Gene
Gene::6847,SYCP1,Gene
Gene::54620,FBXL19,Gene
Gene::390144,OR5D16,Gene
Gene::389856,USP27X,Gene
Gene::58478,ENOPH1,Gene
Gene::8065,CUL5,Gene
Gene::26051,PPP1R16B,Gene
Gene::51691,LSM8,Gene
Gene::6125,RPL5,Gene
Gene::8705,B3GALT4,Gene
Gene::11218,DDX20,Gene
Gene::56924,PAK6,Gene
Gene::53917,RAB24,Gene
Gene::23761,PISD,Gene
Gene::81576,CCDC130,Gene
Gene::2538,G6PC,Gene
Gene::2119,ETV5,Gene
Gene::3350,HTR1A,Gene
Gene::89792,GAL3ST3,Gene
Gene::81620,CDT1,Gene
Gene::2327,FMO2,Gene
Gene::8365,HIST1H4H,Gene
Gene::55783,CMTR2,Gene
Gene::245937,DEFB124,Gene
Gene::5352,PLOD2,Gene
Gene::8336,HIST1H2AM,Gene
Gene::11245,GPR176,Gene
Gene::25822,DNAJB5,Gene
Gene::8667,EIF3H,Gene
Gene::8974,P4HA2,Gene
Gene::51764,GNG13,Gene
Gene::10025,MED16,Gene
Gene::51263,MRPL30,Gene
Gene::84570,COL25A1,Gene
Gene::199731,CADM4,Gene
Gene::27350,APOBEC3C,Gene
Gene::24147,FJX1,Gene
Gene::5271,SERPINB8,Gene
Gene::6620,SNCB,Gene
Gene::55835,CENPJ,Gene
Gene::64759,TNS3,Gene
Gene::5522,PPP2R2C,Gene
Gene::204474,PDILT,Gene
Gene::54504,CPVL,Gene
Gene::22931,RAB18,Gene
Gene::54556,ING3,Gene
Gene::4248,MGAT3,Gene
Gene::8396,PIP4K2B,Gene
Gene::64215,DNAJC1,Gene
Gene::2232,FDXR,Gene
Gene::8896,BUD31,Gene
Gene::1133,CHRM5,Gene
Gene::2918,GRM8,Gene
Gene::80271,ITPKC,Gene
Gene::4852,NPY,Gene
Gene::439,ASNA1,Gene
Gene::8717,TRADD,Gene
Gene::64077,LHPP,Gene
Gene::55176,SEC61A2,Gene
Gene::7980,TFPI2,Gene
Gene::3835,KIF22,Gene
Gene::92667,MGME1,Gene
Gene::3632,INPP5A,Gene
Gene::51692,CPSF3,Gene
Gene::9627,SNCAIP,Gene
Gene::79734,KCTD17,Gene
Gene::79135,APOO,Gene
Gene::3360,HTR4,Gene
Gene::51231,VRK3,Gene
Gene::9783,RIMS3,Gene
Gene::80739,C6orf25,Gene
Gene::8856,NR1I2,Gene
Gene::3664,IRF6,Gene
Gene::54732,TMED9,Gene
Gene::55269,PSPC1,Gene
Gene::168002,DACT2,Gene
Gene::10695,CNPY3,Gene
Gene::23640,HSPBP1,Gene
Gene::9563,H6PD,Gene
Gene::9456,HOMER1,Gene
Gene::8407,TAGLN2,Gene
Gene::9149,DYRK1B,Gene
Gene::81031,SLC2A10,Gene
Gene::2070,EYA4,Gene
Gene::27043,PELP1,Gene
Gene::3581,IL9R,Gene
Gene::5940,RBMY1A1,Gene
Gene::138799,OR13C5,Gene
Gene::57519,STARD9,Gene
Gene::9221,NOLC1,Gene
Gene::53918,PELO,Gene
Gene::57018,CCNL1,Gene
Gene::10342,TFG,Gene
Gene::11274,USP18,Gene
Gene::1652,DDT,Gene
Gene::84876,ORAI1,Gene
Gene::492307,C8orf22,Gene
Gene::4147,MATN2,Gene
Gene::7290,HIRA,Gene
Gene::341152,OR2AT4,Gene
Gene::1832,DSP,Gene
Gene::399664,MEX3D,Gene
Gene::1478,CSTF2,Gene
Gene::6332,SCN7A,Gene
Gene::146894,CD300LG,Gene
Gene::79414,LRFN3,Gene
Gene::4052,LTBP1,Gene
Gene::9622,KLK4,Gene
Gene::771,CA12,Gene
Gene::51317,PHF21A,Gene
Gene::54472,TOLLIP,Gene
Gene::3250,HPR,Gene
Gene::51371,POMP,Gene
Gene::57574,MARCH4,Gene
Gene::2588,GALNS,Gene
Gene::23256,SCFD1,Gene
Gene::3631,INPP4A,Gene
Gene::441669,OR4Q3,Gene
Gene::85445,CNTNAP4,Gene
Gene::116985,ARAP1,Gene
Gene::3489,IGFBP6,Gene
Gene::54471,MIEF1,Gene
Gene::196383,RILPL2,Gene
Gene::2354,FOSB,Gene
Gene::54535,CCHCR1,Gene
Gene::9015,TAF1A,Gene
Gene::10100,TSPAN2,Gene
Gene::5874,RAB27B,Gene
Gene::5016,OVGP1,Gene
Gene::55650,PIGV,Gene
Gene::115761,ARL11,Gene
Gene::60559,SPCS3,Gene
Gene::56963,RGMA,Gene
Gene::662,BNIP1,Gene
Gene::10962,MLLT11,Gene
Gene::8085,KMT2D,Gene
Gene::6277,S100A6,Gene
Gene::6905,TBCE,Gene
Gene::137682,NDUFAF6,Gene
Gene::84465,MEGF11,Gene
Gene::3018,HIST1H2BB,Gene
Gene::23397,NCAPH,Gene
Gene::7306,TYRP1,Gene
Gene::5933,RBL1,Gene
Gene::25818,KLK5,Gene
Gene::8800,PEX11A,Gene
Gene::26504,CNNM4,Gene
Gene::113791,PIK3IP1,Gene
Gene::79623,GALNT14,Gene
Gene::9312,KCNB2,Gene
Gene::765,CA6,Gene
Gene::10928,RALBP1,Gene
Gene::908,CCT6A,Gene
Gene::64847,SPATA20,Gene
Gene::23173,METAP1,Gene
Gene::286410,ATP11C,Gene
Gene::145645,C15orf43,Gene
Gene::951,CD37,Gene
Gene::22872,SEC31A,Gene
Gene::7262,PHLDA2,Gene
Gene::114822,RHPN1,Gene
Gene::1903,S1PR3,Gene
Gene::115111,SLC26A7,Gene
Gene::23329,TBC1D30,Gene
Gene::57007,ACKR3,Gene
Gene::2564,GABRE,Gene
Gene::7073,TIAL1,Gene
Gene::23597,ACOT9,Gene
Gene::7172,TPMT,Gene
Gene::1939,EIF2D,Gene
Gene::1306,COL15A1,Gene
Gene::1967,EIF2B1,Gene
Gene::5077,PAX3,Gene
Gene::56160,NDNL2,Gene
Gene::752,FMNL1,Gene
Gene::59352,LGR6,Gene
Gene::116443,GRIN3A,Gene
Gene::84659,RNASE7,Gene
Gene::10980,COPS6,Gene
Gene::3787,KCNS1,Gene
Gene::3801,KIFC3,Gene
Gene::205428,C3orf58,Gene
Gene::89857,KLHL6,Gene
Gene::30000,TNPO2,Gene
Gene::29904,EEF2K,Gene
Gene::200081,TXLNA,Gene
Gene::79053,ALG8,Gene
Gene::84665,MYPN,Gene
Gene::8406,SRPX,Gene
Gene::219469,OR8H1,Gene
Gene::54474,KRT20,Gene
Gene::9481,SLC25A27,Gene
Gene::6642,SNX1,Gene
Gene::23166,STAB1,Gene
Gene::23002,DAAM1,Gene
Gene::84240,ZCCHC9,Gene
Gene::2483,FRG1,Gene
Gene::2781,GNAZ,Gene
Gene::23234,DNAJC9,Gene
Gene::10369,CACNG2,Gene
Gene::6829,SUPT5H,Gene
Gene::339834,CCDC36,Gene
Gene::3222,HOXC5,Gene
Gene::10244,RABEPK,Gene
Gene::26045,LRRTM2,Gene
Gene::57721,METTL14,Gene
Gene::202333,CMYA5,Gene
Gene::54716,SLC6A20,Gene
Gene::2638,GC,Gene
Gene::114883,OSBPL9,Gene
Gene::220441,RNF152,Gene
Gene::119694,OR51F2,Gene
Gene::4626,MYH8,Gene
Gene::1620,BRINP1,Gene
Gene::23708,GSPT2,Gene
Gene::5833,PCYT2,Gene
Gene::364,AQP7,Gene
Gene::23609,MKRN2,Gene
Gene::9586,CREB5,Gene
Gene::440279,UNC13C,Gene
Gene::5346,PLIN1,Gene
Gene::55253,TYW1,Gene
Gene::7862,BRPF1,Gene
Gene::58473,PLEKHB1,Gene
Gene::134701,RIPPLY2,Gene
Gene::51490,C9orf114,Gene
Gene::4999,ORC2,Gene
Gene::8314,BAP1,Gene
Gene::9258,MFHAS1,Gene
Gene::443,ASPA,Gene
Gene::51251,NT5C3A,Gene
Gene::2944,GSTM1,Gene
Gene::7940,LST1,Gene
Gene::6619,SNAPC3,Gene
Gene::10620,ARID3B,Gene
Gene::57561,ARRDC3,Gene
Gene::390259,BSX,Gene
Gene::55719,FAM178A,Gene
Gene::6602,SMARCD1,Gene
Gene::51271,UBAP1,Gene
Gene::283160,OR8D2,Gene
Gene::79570,NKAIN1,Gene
Gene::112812,FDX1L,Gene
Gene::10890,RAB10,Gene
Gene::64579,NDST4,Gene
Gene::8803,SUCLA2,Gene
Gene::4162,MCAM,Gene
Gene::132141,IQCF1,Gene
Gene::57019,CIAPIN1,Gene
Gene::25983,NGDN,Gene
Gene::10865,ARID5A,Gene
Gene::1615,DARS,Gene
Gene::3015,H2AFZ,Gene
Gene::59269,HIVEP3,Gene
Gene::64285,RHBDF1,Gene
Gene::135941,OR2A14,Gene
Gene::79589,RNF128,Gene
Gene::160851,DGKH,Gene
Gene::56163,RNF17,Gene
Gene::1232,CCR3,Gene
Gene::54894,RNF43,Gene
Gene::27044,SND1,Gene
Gene::9320,TRIP12,Gene
Gene::26953,RANBP6,Gene
Gene::56660,KCNK12,Gene
Gene::23532,PRAME,Gene
Gene::3235,HOXD9,Gene
Gene::54960,GEMIN8,Gene
Gene::85413,SLC22A16,Gene
Gene::79923,NANOG,Gene
Gene::64852,TUT1,Gene
Gene::7052,TGM2,Gene
Gene::10893,MMP24,Gene
Gene::64422,ATG3,Gene
Gene::4143,MAT1A,Gene
Gene::8972,MGAM,Gene
Gene::64210,MMS19,Gene
Gene::115752,DIS3L,Gene
Gene::1580,CYP4B1,Gene
Gene::644168,DRGX,Gene
Gene::26219,OR1J4,Gene
Gene::9666,DZIP3,Gene
Gene::135892,TRIM50,Gene
Gene::9589,WTAP,Gene
Gene::389090,OR6B2,Gene
Gene::4245,MGAT1,Gene
Gene::51067,YARS2,Gene
Gene::1211,CLTA,Gene
Gene::29990,PILRB,Gene
Gene::6879,TAF7,Gene
Gene::4594,MUT,Gene
Gene::112401,BIRC8,Gene
Gene::7317,UBA1,Gene
Gene::56896,DPYSL5,Gene
Gene::5813,PURA,Gene
Gene::9085,CDY1,Gene
